node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MRPS27	MRPS25	9606.ENSP00000426941	9606.ENSP00000253686	0	0	0	0	0.090	0.927	0.800	0.328	0.990
MRPS27	MRPS5	9606.ENSP00000426941	9606.ENSP00000272418	0	0	0	0	0.109	0.956	0.900	0.675	0.998
MRPS27	MRPS2	9606.ENSP00000426941	9606.ENSP00000360850	0	0	0	0	0.161	0.937	0.900	0.285	0.995
MRPS27	LARP7	9606.ENSP00000426941	9606.ENSP00000422626	0	0	0	0	0.047	0.486	0	0	0.489
MRPS5	MRPS25	9606.ENSP00000272418	9606.ENSP00000253686	0	0	0	0	0.140	0.940	0.800	0	0.988
MRPS5	MRPS27	9606.ENSP00000272418	9606.ENSP00000426941	0	0	0	0	0.109	0.956	0.900	0.675	0.998
MRPS5	MRPS2	9606.ENSP00000272418	9606.ENSP00000360850	0.078	0	0	0	0.463	0.996	0.900	0.426	0.999
NARS2	MRPS2	9606.ENSP00000281038	9606.ENSP00000360850	0.059	0	0	0	0.117	0	0	0.366	0.427
NARS2	SEPSECS	9606.ENSP00000281038	9606.ENSP00000371535	0	0	0	0	0.064	0.344	0	0.321	0.546
NGDN	MPHOSPH10	9606.ENSP00000386134	9606.ENSP00000244230	0	0	0	0	0.853	0.815	0.540	0.102	0.987
NGDN	DDX10	9606.ENSP00000386134	9606.ENSP00000314348	0	0	0	0	0.861	0.178	0	0.548	0.943
NGDN	EXOSC3	9606.ENSP00000386134	9606.ENSP00000323046	0	0	0	0	0.354	0	0	0.130	0.415
NGDN	EXOSC2	9606.ENSP00000386134	9606.ENSP00000361433	0	0	0	0	0.435	0	0	0.060	0.446
NGDN	NOL10	9606.ENSP00000386134	9606.ENSP00000371101	0	0	0	0	0.885	0.973	0.540	0.923	0.999
NGDN	AATF	9606.ENSP00000386134	9606.ENSP00000477848	0	0	0	0	0.887	0.965	0	0.861	0.999
NOL10	MPHOSPH10	9606.ENSP00000371101	9606.ENSP00000244230	0	0	0	0	0.875	0.976	0.540	0	0.998
NOL10	DDX10	9606.ENSP00000371101	9606.ENSP00000314348	0	0	0	0	0.880	0.139	0	0.519	0.946
NOL10	NGDN	9606.ENSP00000371101	9606.ENSP00000386134	0	0	0	0	0.885	0.973	0.540	0.923	0.999
NOL10	AATF	9606.ENSP00000371101	9606.ENSP00000477848	0	0	0	0	0.882	0.983	0	0.811	0.999
SEPSECS	NARS2	9606.ENSP00000371535	9606.ENSP00000281038	0	0	0	0	0.064	0.344	0	0.321	0.546
SRP19	SRP72	9606.ENSP00000424870	9606.ENSP00000342181	0	0	0	0	0.172	0.805	0.900	0.961	0.999
SRP19	SRP54	9606.ENSP00000424870	9606.ENSP00000451818	0	0	0	0	0.235	0.972	0.900	0.994	0.999
SRP54	SRP72	9606.ENSP00000451818	9606.ENSP00000342181	0	0	0	0	0.135	0.939	0.900	0.964	0.999
SRP54	SRP19	9606.ENSP00000451818	9606.ENSP00000424870	0	0	0	0	0.235	0.972	0.900	0.994	0.999
SRP72	MEPCE	9606.ENSP00000342181	9606.ENSP00000308546	0	0	0	0	0.047	0.430	0	0	0.433
SRP72	SRP54	9606.ENSP00000342181	9606.ENSP00000451818	0	0	0	0	0.135	0.939	0.900	0.964	0.999
SRP72	SRP19	9606.ENSP00000342181	9606.ENSP00000424870	0	0	0	0	0.172	0.805	0.900	0.961	0.999
